Color_Field_Painting/luis-feito_untitled-1965.jpg,5
Impressionism/robert-julian-onderdonk_panoramic-landscape.jpg,12
Symbolism/george-frederick-watts_alfred-lord-tennyson(1).jpg,24
Baroque/gian-lorenzo-bernini_bust-of-camilla-barberini-nee-barbadori(1).jpg,4
Cubism/nikos-hadjikyriakos-ghikas_tailor-iii-1936.jpg,7
Naive_Art_Primitivism/tarsila-do-amaral_maternidade-1938.jpg,15
Contemporary_Realism/jamie-wyeth_portrait-of-jean-kennedy-smith-1972.jpg,6
High_Renaissance/titian_portrait-of-a-man-munich-1513.jpg,11
High_Renaissance/leonardo-da-vinci_landscape-near-pisa.jpg,11
Impressionism/panayiotis-tetsis_portrait-of-a-man.jpg,12
Northern_Renaissance/jean-fouquet_marriage-of-charles-iv-and-marie-of-luxembourg.jpg,17
Synthetic_Cubism/pablo-picasso_head-1913.jpg,25
Impressionism/william-merritt-chase_lydia-field-emmet.jpg,12
Baroque/david-teniers-the-younger_the-alchemist.jpg,4
Baroque/canaletto_london-whitehall-and-the-privy-garden-looking-north.jpg,4
High_Renaissance/michelangelo_study-to-pieta-1.jpg,11
Baroque/adriaen-van-ostade_a-baker.jpg,4
Fauvism/pyotr-konchalovsky_spanish-woman-1910.jpg,10
Early_Renaissance/piero-della-francesca_heraclius-restores-the-cross-to-jerusalem-1464(1).jpg,8
Impressionism/mario-zanini_n-feminino.jpg,12
Fauvism/pyotr-konchalovsky_misha-go-out-for-a-beer-1926.jpg,10
Ukiyo_e/katsushika-hokusai_a-depiction-of-sun-wukong-wielding-his-staff.jpg,26
High_Renaissance/correggio_portrait-of-a-gentlewoman-1519.jpg,11
Realism/pericles-pantazis_still-life-and-woman.jpg,21
Color_Field_Painting/helen-frankenthaler_untitled-1967.jpg,5
Symbolism/nicholas-roerich_sketch-of-lamp-and-tsar-cannon-for-rimsky-korsakovs-opera-1919.jpg,24
Synthetic_Cubism/juan-gris_the-siphon-1913.jpg,25
Early_Renaissance/sandro-botticelli_madonna-of-the-sea(1).jpg,8
Romanticism/dante-gabriel-rossetti_miss-robinson-mrs-fernandez-1866.jpg,23
Romanticism/dante-gabriel-rossetti_elizabeth-siddall-plaiting-her-hair.jpg,23
Art_Nouveau_Modern/nicholas-roerich_knight-1912.jpg,3
Baroque/diego-velazquez_philip-iv-of-spain-in-brown-and-silver-1632.jpg,4
Contemporary_Realism/lucian-freud_sleeping-nude.jpg,6
Color_Field_Painting/mark-rothko_no-301.jpg,5
Expressionism/toyen_lovers-at-the-column.jpg,9
Fauvism/henri-matisse_luxembourg-gardens-1903.jpg,10
Post_Impressionism/henri-matisse_dishes-on-a-table-1900.jpg,20
Post_Impressionism/theo-van-rysselberghe_etude-pour-la-promenade.jpg,20
New_Realism/edward-hopper_drug-store-1927.jpg,16
Symbolism/nicholas-roerich_traces-1917.jpg,24
Realism/nicholas-roerich_view-of-izvara-estate-1893.jpg,21
Expressionism/hedda-sterne_saul-steinberg-1950.jpg,9
New_Realism/john-french-sloan_movies-five-cents-1907.jpg,16
Contemporary_Realism/jamie-wyeth_grackles-and-angus-1974.jpg,6
Expressionism/princess-fahrelnissa-zeid_turuncu-elbiseli-k-z.jpg,9
Synthetic_Cubism/georges-braque_the-clarinet-tenora-1913.jpg,25
Expressionism/nikolaos-lytras_portrait-of-young-k-m-1914(1).jpg,9
Ukiyo_e/hiroshige_sudden-shower-over-shin-ohashi-bridge-at-atake-from-one-hundred-views-of-edo-1856-colour-1856(1).jpg,26
Color_Field_Painting/louis-cane_toile-d-coup-e-1991.jpg,5
Fauvism/jean-helion_remake-1983.jpg,10
Color_Field_Painting/barnett-newman_ninth-station-964.jpg,5
Expressionism/mario-eloy_retrato-de-matilde-pereira-1923.jpg,9
Color_Field_Painting/paul-feeley_cassius-1959.jpg,5
Symbolism/nicholas-roerich_king-gesar-1941-1.jpg,24
Expressionism/yiannis-tsaroychis_worktime.jpg,9
New_Realism/william-james-glackens_skating-in-central-park-1910.jpg,16
High_Renaissance/lorenzo-lotto_portrait-of-lucina-brembati-1523.jpg,11
Early_Renaissance/giovanni-bellini_virgin-and-child-1488.jpg,8
Realism/john-singer-sargent_madame-paul-escudier.jpg,21
Romanticism/fyodor-solntsev_people-clothes-the-province-of-kiev-2.jpg,23
Post_Impressionism/henri-matisse_nude-4.jpg,20
Art_Nouveau_Modern/egon-schiele_design-for-a-postcard-1911.jpg,3
Color_Field_Painting/anne-appleby_winter-aspen-2000.jpg,5
Expressionism/marcel-duchamp_selected-details-after-ingres-ii-1968.jpg,9
Contemporary_Realism/john-miller_beach-goa.jpg,6
High_Renaissance/andrea-mantegna_julius-caesar-on-his-triumphal-car-1500.jpg,11
Romanticism/karl-bryullov_alexander-ribeaupierre(1).jpg,23
Color_Field_Painting/sven-lukin_green-thursday-1964.jpg,5
Realism/john-singer-sargent_portrait-of-james-carroll-beckwith.jpg,21
